"id","place","HadExam","Age","Sex","Jobstt","height","weight","BMI","HealthIns","Wsttime","Wstmon","Lessbelqual","NotImp","Tangibles","Empathy","SuitFreq","SuffInfo","AttractInfo","ImpressInfo","PopularInfo"
"m00708","hanoi",0,24,"female","stable",163,68,25.59373706,"no","no","no","no","yes",5,5,"6m",3,3,3,3
"m00709","hanoi",0,27,"female","stable",150,40,17.77777778,"no","yes","no","no","yes",5,5,"6m",4,5,3,5
"m00710","hanoi",0,30,"female","stable",160,55,21.484375,"yes","yes","no","no","yes",5,5,"6m",3,2,4,3
"m00711","hanoi",1,28,"male","stable",169,68,23.80869017,"yes","yes","no","no","no",3.5,4,"6m",1,1,1,1
"m00712","hanoi",0,36,"female","stable",150,39,17.33333333,"yes","yes","no","yes","yes",2,1,"6m",1,1,3,2
"m00713","hanoi",1,22,"female","student",160,52,20.3125,"yes","no","no","no","yes",2,4,"12m",2,3,2,2
"m00714","hanoi",1,25,"male","stable",171,67,22.91303307,"no","yes","yes","no","yes",3,4,"6m",3,5,4,5
"m00715","hanoi",0,21,"female","student",166,54,19.59645812,"no","yes","yes","no","yes",3,3,"12m",3,3,3,3
"m00716","hanoi",1,22,"female","student",154,40,16.86625063,"yes","yes","yes","no","yes",3,3,"6m",4,5,4,4
"m00717","hanoi",1,23,"female","student",154,46,19.39618823,"yes","yes","no","yes","yes",4,2,"6m",2,3,3,4
"m00718","hanoi",0,22,"female","student",155,42,17.4817898,"no","no","no","no","yes",3,3,"12m",2,2,2,2
"m00719","hanoi",0,22,"female","student",160,47,18.359375,"yes","yes","no","yes","yes",3,3,"6m",4,2,3,3
"m00720","hanoi",0,27,"female","stable",152,41,17.74584488,"yes","yes","no","no","yes",4,3,"6m",4,3,3,5
"m00721","hanoi",0,28,"female","stable",158,54,21.63114885,"yes","yes","no","no","no",4,4,"6m",2,1,5,3.5
"m00722","hanoi",1,27,"female","stable",155,61,25.39021852,"yes","no","no","no","no",4,4,"6m",3,3,3,3
"m00723","hanoi",0,36,"female","housewife",163,66,24.84098009,"no","no","no","no","yes",5,5,"6m",3,3,3,3
"m00724","hanoi",1,27,"male","stable",162,61,23.24340802,"yes","no","no","no","yes",3,2,"6m",4,4,4,1
"m00725","hanoi",1,70,"female","retirer",159,63,24.91990032,"yes","yes","no","no","yes",4,5,"6m",3,3,3,3
"m00726","hanoi",0,21,"male","student",165,53,19.46740129,"yes","yes","no","no","no",5,5,"6m",4,5,4,3
"m00727","hanoi",1,30,"female","stable",156,53,21.77843524,"yes","no","no","no","no",5,5,"12m",3,3,3,3
"m00728","hanoi",0,33,"female","housewife",156,53,21.77843524,"no","yes","no","no","no",5,5,"6m",4,3,3,3
"m00729","hungyen",1,30,"female","housewife",156,45,18.49112426,"no","no","no","no","no",5,5,"6m",4,4,4,4
"m00730","hanoi",1,26,"female","stable",156,43,17.66929652,"yes","yes","no","no","no",4,3,"6m",4,4,4,4
"m00731","hanoi",1,30,"female","stable",150,48,21.33333333,"yes","no","no","no","no",4,5,"6m",3,3,2,2
"m00732","hanoi",1,55,"male","other",168,68,24.09297052,"yes","no","no","no","no",5,5,"12m",3,3,3,3
"m00733","hanoi",0,37,"male","stable",170,79,27.33564014,"yes","no","no","no","yes",5,5,"6m",2,2,2,2
"m00734","hanoi",1,32,"female","stable",150,47,20.88888889,"yes","no","no","no","yes",3,4,"6m",2,2,2,2
"m00735","hanoi",1,25,"female","stable",155,53,22.0603538,"yes","no","no","no","yes",5,4,"6m",3,2,2,3
"m00736","hanoi",1,32,"female","stable",162,56,21.33821064,"yes","no","no","no","yes",3,3,"6m",3,3,3,3
"m00737","hanoi",1,36,"female","other",156,47,19.31295201,"no","no","no","no","no",4,5,"6m",4,4,5,5
"m00738","hanoi",0,45,"male","stable",167,68,24.38237298,"yes","yes","no","no","yes",5,5,"6m",3,3,3,3
"m00739","hanoi",0,27,"male","stable",175,63,20.57142857,"no","yes","no","yes","no",5,5,"6m",2,2,2,2
"m00740","hanoi",0,26,"female","stable",155,44,18.31425598,"no","no","no","no","yes",5,5,"6m",3,3,3,3
"m00741","hanoi",0,22,"female","stable",156,53,21.77843524,"yes","no","no","no","yes",4,4,"6m",4,4,4,4
"m00742","hanoi",0,30,"female","housewife",155,45,18.73048907,"no","yes","no","no","yes",5,5,"6m",5,5,5,5
"m00743","hanoi",1,48,"female","stable",162,56,21.33821064,"yes","no","no","no","no",2,2,"6m",4,4,3,4
"m00744","hanoi",1,31,"male","stable",163,58,21.8299522,"yes","no","no","no","yes",3,2,"6m",3,2,3,2
"m00745","hanoi",1,26,"female","stable",148,45,20.54419284,"yes","no","no","no","yes",3,4,"6m",4,2,4,4
"m00746","hanoi",1,30,"female","stable",160,50,19.53125,"yes","yes","no","no","yes",2,2,"6m",3,3,3,3
"m00747","hanoi",0,34,"female","stable",156,53,21.77843524,"yes","yes","no","no","yes",2,2,"6m",3,3,3,3
"m00748","hanoi",1,61,"male","retirer",170,60,20.76124567,"yes","no","no","no","no",2,1,"6m",3,2,1,4
"m00749","hanoi",0,25,"male","stable",176,58,18.72417355,"yes","yes","no","no","yes",3,4,"6m",2,2,2,2
"m00750","hanoi",0,30,"male","stable",178,72,22.72440348,"no","no","no","no","yes",5,4,"12m",5,1,4,5
"m00751","hanoi",1,26,"female","stable",158,40,16.02307323,"yes","no","no","no","no",5,5,"6m",3,4,4,5
"m00752","hanoi",1,33,"female","stable",160,47,18.359375,"yes","no","no","no","yes",3,5,"6m",2,3,2,2
"m00753","hanoi",1,41,"female","housewife",150,51,22.66666667,"yes","yes","no","no","no",5,5,"6m",5,5,5,5
"m00754","hanoi",0,22,"female","stable",163,88,33.12130679,"no","no","no","no","no",5,5,"18m",3,2,2,3
"m00755","hanoi",1,32,"female","other",153,57,24.34960912,"no","no","yes","no","no",5,5,"6m",4,4,4,4
"m00756","hanoi",1,32,"male","other",175,68,22.20408163,"no","no","no","no","no",5,5,"6m",2,2,2,2
"m00757","hanoi",0,38,"male","stable",168,62,21.96712018,"yes","no","no","no","yes",5,5,"6m",5,5,5,5
"m00758","hanoi",0,20,"female","student",162,52,19.81405274,"no","yes","no","no","no",4,3,"6m",2,2,2,2
"m00759","hanoi",1,26,"female","stable",161,51,19.67516685,"yes","yes","no","yes","no",5,5,"6m",1,1,1,1
"m00760","hanoi",1,51,"female","housewife",150,52,23.11111111,"yes","no","no","no","no",5,5,"6m",4,4,4,4
"m00761","hanoi",1,31,"female","stable",156,52,21.36752137,"yes","no","no","no","no",4.5,5,"6m",4,2,2,4
"m00762","hanoi",1,26,"female","stable",165,55,20.2020202,"yes","no","no","no","no",4.5,5,"12m",1,1,1,1
"m00763","hanoi",1,32,"male","stable",165,56,20.56932966,"yes","no","no","no","no",4,5,"6m",4,4,3,3
"m00764","hanoi",1,21,"female","student",158,49,19.6282647,"yes","no","no","no","yes",3,4,"6m",5,5,5,5
"m00765","hanoi",0,28,"female","stable",165,55,20.2020202,"yes","yes","no","no","no",5,5,"6m",2,1,4,1
"m00766","hanoi",1,30,"female","stable",160,45,17.578125,"yes","no","no","no","no",3,3,"6m",2,2,2,3
"m00767","hanoi",0,22,"female","stable",153,43,18.36900337,"no","no","no","no","yes",5,5,"6m",4,4,4,5
"m00768","hanoi",1,28,"female","stable",163,45,16.93703188,"yes","no","no","no","no",5,5,"6m",5,5,5,5
"m00769","hanoi",0,30,"male","stable",172,72,24.33747972,"no","yes","no","no","no",5,5,"6m",3,3,4,2
"m00770","hanoi",1,26,"female","stable",150,49,21.77777778,"yes","no","no","no","yes",4,5,"6m",2,2,2,2
"m00771","hanoi",1,46,"female","stable",160,52,20.3125,"no","no","no","no","no",4,5,"6m",4,4,4,4
"m00772","hanoi",1,30,"male","stable",165,62,22.77318641,"yes","no","no","no","yes",5,5,"6m",1,1,1,1
"m00773","hanoi",0,53,"male","other",165,53,19.46740129,"yes","no","no","no","yes",4,5,"6m",4,5,3,4
"m00774","hanoi",0,33,"male","other",155,60,24.97398543,"no","no","no","no","yes",5,5,"6m",4,2,3,4
"m00775","hanoi",1,21,"female","stable",155,55,22.89281998,"yes","no","no","no","no",2,1,"6m",1,2,1,1
"m00776","hanoi",1,47,"female","retirer",150,56,24.88888889,"yes","no","no","no","no",4,3,"12m",4,3,5,5
"m00777","hanoi",0,34,"female","stable",151,50,21.92886277,"yes","yes","no","yes","yes",4,3,"12m",3,2,3,2
"m00778","hanoi",0,27,"male","stable",169,62,21.70792339,"yes","no","no","no","yes",5,5,"6m",4,4,4,4
"m00779","hanoi",0,33,"female","housewife",165,53,19.46740129,"no","yes","no","no","no",2,1,"12m",1,1,1,1
"m00780","hanoi",0,35,"male","stable",162,59,22.48132907,"no","yes","no","no","no",5,5,"6m",4,2,4,5
"m00781","hanoi",0,22,"female","stable",153,54,23.06805075,"no","yes","no","no","no",5,5,"6m",1,1,1,1
"m00782","hanoi",1,26,"male","stable",168,58,20.54988662,"yes","no","no","no","yes",5,5,"6m",1,2,1,2
"m00783","hanoi",0,36,"male","stable",163,60,22.58270917,"yes","no","no","no","yes",5,5,"6m",1,1,1,1
"m00784","hanoi",1,22,"female","stable",158,43,17.22480372,"yes","yes","yes","yes","yes",5,5,"12m",5,5,5,5
"m00785","hanoi",1,51,"female","retirer",150,44,19.55555556,"yes","no","no","no","no",4,3,"6m",4,4,4,4
"m00786","hanoi",1,28,"female","stable",150,60,26.66666667,"yes","no","no","no","no",5,5,"6m",3,3,4,2
"m00787","hanoi",1,23,"female","other",162,58,22.10028959,"yes","no","no","no","no",4,5,"6m",4,5,4,5
"m00788","hanoi",0,16,"female","student",150,47,20.88888889,"yes","no","yes","no","no",5,3,"6m",3,3,3,2
"m00789","hanoi",0,22,"male","student",170,52,17.99307958,"yes","yes","no","no","no",2,3,"g18m",4,3,3,3
"m00790","hanoi",1,20,"female","student",165,48,17.63085399,"yes","no","no","no","no",5,5,"6m",3,3,4,2
"m00791","hanoi",0,21,"female","student",165,51,18.73278237,"yes","yes","yes","no","yes",2,3,"g18m",4,3,5,3
"m00792","hanoi",1,19,"female","student",153,45,19.22337562,"yes","yes","yes","yes","yes",4,4,"12m",4,3,3,3
"m00793","hanoi",0,19,"female","student",151,45,19.73597649,"yes","yes","no","no","yes",3,3,"12m",4,3,3,3
"m00794","hanoi",0,19,"female","student",157,46,18.66201469,"yes","no","no","yes","yes",5,5,"18m",3,2,3,3
"m00795","hanoi",0,25,"male","student",164,56,20.82093992,"yes","yes","no","no","no",4,3,"6m",2,2,2,2
"m00796","hanoi",0,27,"male","stable",170,63,21.79930796,"no","yes","no","no","no",5,5,"6m",2,2,2,2
"m00797","hanoi",0,25,"female","stable",160,56,21.875,"no","yes","no","no","no",5,5,"6m",4,4,4,4
"m00798","hanoi",0,27,"female","stable",158,58,23.23345618,"yes","no","no","no","yes",5,5,"6m",2,2,2,2
"m00799","hanoi",1,34,"female","stable",163,45,16.93703188,"yes","yes","no","no","yes",5,5,"12m",2,2,2,2
"m00800","hanoi",1,51,"female","housewife",153,66,28.19428425,"no","no","no","no","no",4,5,"6m",2,2,2,3
"m00801","hanoi",0,21,"female","student",167,52,18.64534404,"no","yes","no","no","yes",5,3,"12m",4,5,4,4
"m00802","hanoi",0,33,"male","stable",170,72,24.91349481,"no","yes","no","no","yes",3,3,"6m",2,2,2,2
"m00803","hanoi",0,22,"female","other",164,55,20.44913742,"yes","no","no","no","yes",5,5,"6m",2,2,2,2
"m00804","hanoi",0,27,"female","stable",155,47,19.56295525,"no","no","no","no","yes",4,5,"12m",1,1,1,1
"m00805","hanoi",1,29,"female","stable",151,40,17.54309022,"yes","yes","no","no","yes",5,5,"6m",1,1,1,1
"m00806","hanoi",0,35,"female","stable",153,50,21.35930625,"yes","yes","no","no","no",5,4,"12m",4,4,4,4
"m00807","hanoi",0,28,"female","stable",164,56,20.82093992,"no","yes","yes","no","no",5,5,"12m",2,2,2,2
"m00808","hanoi",1,31,"male","stable",162,54,20.57613169,"yes","yes","no","no","yes",3,3,"12m",2,2,2,1
"m00809","hanoi",1,29,"female","stable",154,49,20.66115702,"no","yes","no","no","no",4,3,"6m",4,4,4,4
"m00810","hanoi",1,25,"female","stable",164,47,17.47471743,"yes","no","no","no","no",4,3,"6m",1,2,4,4
"m00811","hanoi",0,41,"female","housewife",155,45,18.73048907,"no","no","yes","no","no",5,5,"12m",2,2,2,2
"m00812","hanoi",1,30,"female","stable",165,55,20.2020202,"yes","no","no","no","no",5,4,"6m",1,2,2,2
"m00813","hanoi",1,28,"female","stable",155,57,23.72528616,"yes","no","no","no","no",4,5,"6m",2,1,2,2
"m00814","hanoi",1,28,"female","stable",157,50,20.28479857,"yes","no","no","no","no",4,5,"6m",4,4,4,4
"m00815","hanoi",1,40,"female","stable",156,54,22.18934911,"yes","yes","no","no","no",5,5,"6m",1,1,1,1
"m00816","hanoi",0,24,"female","stable",161,80,30.86300683,"yes","no","no","no","yes",5,5,"6m",2,2,2,2
"m00817","hanoi",1,27,"female","housewife",153,45,19.22337562,"yes","no","no","no","no",5,5,"6m",3,3,3,3
"m00818","hanoi",1,66,"female","retirer",163,60,22.58270917,"yes","no","no","no","no",5,4,"6m",3,3,3,3
"m00819","hanoi",1,25,"female","stable",155,54,22.47658689,"no","no","no","no","yes",4,4,"12m",1,1,1,1
"m00820","hanoi",1,24,"female","housewife",157,46,18.66201469,"yes","yes","yes","yes","yes",2,2,"6m",2,2,2,2
"m00821","hanoi",0,35,"female","stable",155,53,22.0603538,"yes","no","no","no","yes",5,5,"12m",1,1,1,1
"m00822","hanoi",0,38,"male","stable",170,70,24.22145329,"no","no","no","no","no",4,4,"6m",1,1,1,1
"m00823","hanoi",0,27,"female","housewife",158,48,19.22768787,"yes","no","no","no","no",5,5,"6m",4,2,1,5
"m00824","hanoi",1,63,"male","retirer",163,60,22.58270917,"yes","no","no","no","no",4,5,"6m",2,2,2,1
"m00825","hanoi",0,23,"female","stable",155,44,18.31425598,"yes","no","no","no","yes",3,3,"6m",1,1,1,1
"m00826","hanoi",1,27,"female","stable",161,50,19.28937927,"yes","no","no","no","yes",5,5,"6m",1,1,1,1
"m00827","hanoi",0,22,"female","stable",158,52,20.82999519,"yes","yes","no","no","yes",5,5,"6m",1,1,1,1
"m00828","hanoi",1,22,"female","stable",157,48,19.47340663,"no","yes","no","no","no",3,5,"6m",4,4,4,4
"m00829","hanoi",1,18,"female","student",150,46,20.44444444,"yes","no","yes","no","yes",4,3,"18m",4,2,5,3
"m00830","hanoi",0,20,"female","student",158,45,18.02595738,"yes","no","yes","no","no",4,3,"6m",3,2,1,3
"m00831","hanoi",0,48,"female","stable",153,43,18.36900337,"yes","yes","no","no","yes",5,5,"12m",1,1,1,1
"m00832","hanoi",0,54,"male","stable",173,74,24.72518293,"no","no","no","no","no",4,5,"g18m",3,3,3,3
"m00833","hanoi",1,40,"male","stable",169,74,25.90945695,"no","no","no","no","no",4,5,"6m",4,4,4,4
"m00834","hanoi",0,24,"female","stable",157,45,18.25631871,"no","no","no","no","yes",5,5,"6m",5,5,5,5
"m00835","hanoi",1,24,"female","stable",155,48,19.97918835,"yes","no","no","no","yes",5,5,"6m",4,4,4,4
"m00836","hanoi",1,27,"female","stable",164,57,21.19274242,"no","no","no","no","no",5,5,"6m",4,3,3,2
"m00837","hanoi",0,26,"male","stable",173,85,28.40054796,"yes","no","no","no","yes",3,4,"6m",3,2,2,4
"m00838","hanoi",1,22,"female","student",158,45,18.02595738,"no","no","no","no","no",5,5,"6m",4,3,5,5
"m00839","hanoi",1,26,"female","stable",155,55,22.89281998,"yes","no","no","no","no",5,3,"6m",4,3,4,4
"m00840","hanoi",0,33,"male","stable",165,67,24.6097337,"yes","no","no","no","yes",5,5,"g18m",3,3,3,3
"m00841","hanoi",1,21,"female","student",160,61,23.828125,"no","no","no","no","yes",4,3,"6m",4,3,4,5
"m00842","hanoi",0,21,"male","stable",174,75,24.77209671,"yes","no","no","no","yes",3,4,"6m",4,3,3,4
"m00843","hanoi",1,40,"female","stable",154,54,22.76943835,"yes","no","no","no","no",4,4,"6m",3,3,3,3
"m00844","hanoi",0,27,"female","stable",156,46,18.90203813,"yes","no","no","no","yes",5,2,"6m",2,4,2,4
"m00845","hanoi",1,30,"female","stable",160,52,20.3125,"yes","no","no","no","no",3,3,"6m",3,4,3,4
"m00846","hanoi",1,26,"female","stable",160,49,19.140625,"yes","no","no","no","no",4,3,"6m",4,3,3,4
"m00847","hanoi",1,28,"female","stable",155,46,19.14672216,"yes","no","no","no","no",3,2,"6m",4,3,3,4
"m00848","hanoi",1,22,"female","stable",160,48,18.75,"yes","no","no","no","no",5,5,"6m",5,5,5,5
"m00849","hanoi",1,24,"female","other",160,50,19.53125,"yes","yes","yes","no","no",4,3,"6m",4,4,3,3
"m00850","hanoi",0,40,"male","stable",170,58,20.06920415,"yes","no","no","no","yes",3,3,"6m",3,3,3,3
"m00851","hanoi",1,26,"female","stable",158,52,20.82999519,"yes","no","no","no","no",5,5,"12m",1,1,1,1
"m00852","hanoi",0,27,"female","stable",162,49,18.67093431,"no","no","no","no","no",3,2,"12m",4,4,4,4
"m00853","hanoi",1,32,"male","stable",161,76,29.31985649,"yes","no","no","no","yes",5,5,"6m",4,3,3,4
"m00854","hanoi",0,31,"female","stable",166,67,24.31412397,"yes","no","no","no","no",4,5,"12m",2,2,2,1
"m00855","hanoi",0,22,"female","housewife",157,52,21.09619051,"yes","no","no","no","yes",4,5,"6m",3,1,1,1
"m00856","hanoi",1,30,"male","stable",167,67,24.02380867,"yes","no","no","no","no",5,5,"6m",2,2,2,1
"m00857","hanoi",0,58,"female","retirer",157,48,19.47340663,"no","no","no","no","yes",3,5,"g18m",5,5,5,5
"m00858","hanoi",1,28,"female","stable",150,44,19.55555556,"yes","yes","no","no","no",5,5,"12m",2,2,2,1
"m00859","hanoi",0,36,"female","housewife",155,55,22.89281998,"yes","no","no","no","no",4,5,"6m",4,5,5,5
"m00860","hanoi",0,27,"female","stable",153,41,17.51463112,"no","yes","yes","no","yes",5,5,"g18m",5,2,2,5
"m00861","hanoi",1,24,"female","stable",157,42,17.0392308,"no","no","no","no","no",3,3,"6m",3,4,4,2
"m00862","hanoi",0,30,"male","stable",160,60,23.4375,"yes","yes","no","no","no",3.5,2.5,"6m",1,1,1,1
"m00863","hanoi",0,25,"female","housewife",150,47,20.88888889,"no","yes","no","no","yes",5,5,"6m",4,4,4,4
"m00864","hanoi",0,37,"male","stable",170,72,24.91349481,"no","no","no","no","yes",5,3,"6m",4,4,3,3
"m00865","hanoi",0,20,"female","student",155,44,18.31425598,"yes","yes","no","no","no",5,5,"18m",1,1,5,5
"m00866","thaibinh",1,26,"female","stable",160,46,17.96875,"yes","no","no","yes","no",2.5,2,"12m",3,4,5,3
"m00867","hanoi",0,23,"female","stable",160,45,17.578125,"no","no","no","yes","yes",3,3,"12m",2,2,3,3
"m00868","hanoi",0,27,"female","stable",162,54,20.57613169,"yes","yes","no","no","yes",3,3,"12m",2,2,2,2
"m00869","hanoi",0,22,"female","stable",155,44,18.31425598,"yes","yes","yes","no","yes",3,3,"6m",3,3,3,3
"m00870","hanoi",0,22,"female","unstable",156,45,18.49112426,"yes","no","yes","no","yes",5,5,"12m",5,4,3,2
"m00871","hanoi",1,23,"female","stable",160,50,19.53125,"no","yes","no","no","yes",4,3,"12m",3,2,2,1
"m00872","hanoi",0,25,"female","unstable",150,41,18.22222222,"yes","yes","yes","yes","yes",5,5,"g18m",5,5,5,5
"m00873","hanoi",1,24,"female","stable",153,49,20.93212012,"yes","no","no","no","no",4,3,"12m",3,2,3,4
"m00874","hungyen",1,24,"female","stable",157,46,18.66201469,"yes","yes","yes","yes","yes",4,5,"12m",3,3,3,3
"m00875","hungyen",0,23,"male","unstable",158,41,16.42365006,"yes","yes","yes","no","yes",2,4,"g18m",3,2,1,5
"m00876","hungyen",1,32,"female","stable",162,54,20.57613169,"no","no","no","no","yes",3,4,"12m",3,2,2,3
"m00877","hanoi",1,23,"female","stable",165,48,17.63085399,"no","no","yes","no","no",5,5,"6m",3,3,2,4
"m00878","hanoi",1,24,"female","stable",158,52,20.82999519,"yes","yes","yes","no","yes",2,2,"12m",2,2,3,2
"m00879","hungyen",0,28,"female","stable",145,38,18.07372176,"no","yes","no","yes","no",2,3,"18m",2,3,2,4
"m00880","hungyen",0,53,"female","stable",155,46,19.14672216,"no","yes","yes","no","yes",5,5,"12m",1,1,1,1
"m00881","hungyen",0,23,"male","unstable",165,58,21.30394858,"yes","no","yes","no","yes",5,2,"g18m",5,3,3,4
"m00882","hungyen",0,28,"male","stable",168,58,20.54988662,"yes","yes","yes","yes","yes",2,4,"6m",2,3,2,4
"m00883","hungyen",0,34,"female","unstable",160,52,20.3125,"no","yes","yes","no","yes",1,2,"g18m",2,2,1,1
"m00884","hungyen",1,25,"female","stable",156,46,18.90203813,"yes","no","no","no","no",5,5,"12m",3,2,1,2
"m00885","hungyen",1,25,"female","unstable",157,46,18.66201469,"yes","no","yes","no","yes",4,3,"18m",2,2,2,2
"m00886","hungyen",0,26,"female","stable",148,36.5,16.66362308,"yes","yes","no","yes","yes",3,2,"12m",1,2,1,1
"m00887","hungyen",0,33,"male","stable",170,70,24.22145329,"no","no","no","no","no",1,2,"12m",2,1,2,2
"m00888","hungyen",0,26,"female","stable",163,56,21.07719523,"no","yes","yes","yes","yes",3,2,"g18m",2,1,1,1
"m00889","hungyen",0,25,"female","other",153,50,21.35930625,"yes","yes","yes","no","no",3,2,"12m",3,2,2,3
"m00890","hungyen",0,22,"female","stable",157,40,16.22783886,"yes","yes","yes","no","yes",2,3,"12m",3,1,3,2
"m00891","hungyen",1,26,"male","stable",167,53,19.00390835,"no","no","yes","no","yes",5,5,"6m",3,4,3,3
"m00892","hungyen",0,25,"female","unstable",152,42,18.17867036,"yes","yes","yes","no","yes",3,2,"12m",2,1,1,1
"m00893","hungyen",1,28,"female","student",168,55,19.48696145,"yes","yes","no","no","yes",4,3,"12m",4,4,3,3
"m00894","hungyen",1,25,"female","housewife",160,52,20.3125,"yes","yes","yes","no","yes",1,3,"12m",1,3,5,1
"m00895","hungyen",0,57,"female","unstable",160,48,18.75,"no","yes","yes","no","yes",2,2,"g18m",2,1,1,1
"m00896","hungyen",1,30,"male","stable",172,68,22.98539751,"yes","yes","no","no","yes",2,2,"12m",2,1,2,2
"m00897","hanoi",0,25,"female","stable",151,49,21.49028551,"yes","yes","yes","no","yes",3,3,"12m",3,4,3,2
"m00898","hungyen",0,54,"male","other",170,60,20.76124567,"no","no","yes","no","yes",3,3,"12m",3,3,3,2
"m00899","hungyen",0,15,"female","student",150,52,23.11111111,"yes","no","yes","no","yes",4,3,"12m",2,1,2,2
"m00900","hanoi",0,26,"female","stable",160,49,19.140625,"yes","yes","yes","no","yes",4,2,"18m",2,1,2,2
"m00901","hungyen",1,47,"female","housewife",156,50,20.54569362,"no","no","yes","no","yes",2,4,"6m",2,2,3,2
"m00902","hungyen",0,21,"male","student",181,80,24.41927902,"yes","no","no","no","yes",3,3,"12m",2,1,3,3
"m00903","hungyen",0,17,"female","student",160,46,17.96875,"yes","no","no","no","yes",1,1,"6m",5,2,4,4
"m00904","hungyen",0,17,"male","student",160,55,21.484375,"yes","yes","yes","yes","no",4,3,"6m",4,3,3,4
"m00905","hungyen",1,17,"female","student",155,48,19.97918835,"yes","no","yes","yes","yes",1,1,"12m",2,1,1,2
"m00906","hungyen",0,17,"female","student",155,45,18.73048907,"yes","no","yes","no","no",4,5,"g18m",5,1,1,5
"m00907","hungyen",0,17,"female","student",155,45,18.73048907,"yes","no","no","no","yes",2,2,"12m",3,5,3,4
"m00908","hungyen",0,17,"male","student",155,50,20.81165453,"yes","yes","no","no","yes",4,2,"g18m",4,4,3,5
